"purdetSNo","purid","purbillno","itemid","puritemqty","purrate","itemmrp","itemcustomcode","itemsalerate","itemtaxid"
"7919","969",NULL,"6052","50.00","50.00","85.00",NULL,"57.00","GSTNIL"
"7920","969",NULL,"6019","26.00","96.00","135.00",NULL,"108.00","GSTNIL"
"7921","969",NULL,"5943","78.00","45.00","62.00",NULL,"50.00","GSTNIL"
"7910","968",NULL,"6060","520.00","89.00","125.00",NULL,"98.00","GSTNIL"
"7911","968",NULL,"6550","60.00","68.00","105.00",NULL,"78.00","GSTNIL"
"7912","968",NULL,"251","20.00","116.00","138.00",NULL,"126.00","GST5"
"7903","967",NULL,"5920","40.00","90.00","145.00",NULL,"98.00","GST5"
"7904","967",NULL,"6558","20.00","37.50","60.00",NULL,"48.00","GST5"
"7905","967",NULL,"6634","40.00","90.00","125.00",NULL,"98.00","GST5"
"7906","967",NULL,"5978","40.00","40.00","65.00",NULL,"50.00","GST5"
"7900","966",NULL,"5945","20.00","40.00","70.00",NULL,"55.00","GSTNIL"
"7901","966",NULL,"5957","20.00","37.50","65.00",NULL,"50.00","GST5"
"7902","966",NULL,"6081","25.00","29.00","75.00",NULL,"45.00","GST5"
"7899","965",NULL,"6152","150.00","24.00","55.00",NULL,"30.00","GST12"
"7896","964",NULL,"13833","50.00","52.70","96.00",NULL,"89.00","GSTNIL"
"7897","964",NULL,"13834","50.00","50.70","96.00",NULL,"89.00","GSTNIL"
"7898","964",NULL,"13835","50.00","50.70","96.00",NULL,"89.00","GSTNIL"
"7895","963",NULL,"6382","20.00","45.00","75.00",NULL,"55.00","GSTNIL"
"7892","962",NULL,"6085","15.00","95.70","140.00",NULL,"110.00","GSTNIL"
"7893","962",NULL,"6084","30.00","48.00","75.00",NULL,"58.00","GSTNIL"
"7861","961",NULL,"5944","100.00","58.00","90.00",NULL,"68.00","GSTNIL"
"7862","961",NULL,"6166","96.00","60.42","95.00",NULL,"78.00","GSTNIL"
"7863","961",NULL,"8797","20.00","18.00","35.00",NULL,"25.00","GSTNIL"
"7864","961",NULL,"6545","12.00","45.00","80.00",NULL,"60.00","GST5"
"7865","961",NULL,"10194","38.00","125.00","150.00",NULL,"135.00","GSTNIL"
"7866","961",NULL,"6417","10.00","25.00","45.00",NULL,"33.00","GSTNIL"
"7867","961",NULL,"5965","170.00","62.50","105.00",NULL,"78.00","GST5"
"7868","961",NULL,"8311","40.00","156.25","225.00",NULL,"185.00","GST5"
"7869","961",NULL,"6011","30.00","62.50","105.00",NULL,"85.00","GST5"
"7870","961",NULL,"6573","20.00","90.00","180.00",NULL,"110.00","GST18"
"7871","961",NULL,"6574","20.00","45.00","90.00",NULL,"58.00","GST18"
"7872","961",NULL,"6575","30.00","80.00","185.00",NULL,"97.00","GST18"
"7873","961",NULL,"6645","120.00","5.00","15.00",NULL,"8.00","GSTNIL"
"7874","961",NULL,"6684","12.00","20.00","40.00",NULL,"28.00","GSTNIL"
"7875","961",NULL,"8318","6.00","110.00","140.00",NULL,"125.00","GSTNIL"
"7876","961",NULL,"11664","3.00","400.00","650.00",NULL,"450.00","GSTNIL"
"7877","961",NULL,"11663","6.00","200.00","300.00",NULL,"240.00","GSTNIL"
"7878","961",NULL,"8548","4.00","70.00","100.00",NULL,"85.00","GSTNIL"
"7879","961",NULL,"8547","4.00","200.00","280.00",NULL,"230.00","GSTNIL"
"7858","960",NULL,"5946","40.00","50.00","75.00",NULL,"65.00","GSTNIL"
"7859","960",NULL,"6657","10.00","28.00","48.00",NULL,"38.00","GSTNIL"
"7843","959",NULL,"9770","60.00","55.00","95.00",NULL,"65.00","GST5"
"7844","959",NULL,"6677","50.00","11.00","25.00",NULL,"18.00","GST5"
"7845","959",NULL,"7926","20.00","28.00","55.00",NULL,"40.00","GST5"
"7846","959",NULL,"6760","30.00","42.50","90.00",NULL,"50.00","GST12"
"7847","959",NULL,"5965","100.00","66.00","105.00",NULL,"78.00","GST5"
"7848","959",NULL,"8311","20.00","165.00","225.00",NULL,"185.00","GST5"
"7849","959",NULL,"5969","12.00","18.33","55.00",NULL,"30.00","GST12"
"7850","959",NULL,"6592","20.00","38.00","65.00",NULL,"49.00","GSTNIL"
"7851","959",NULL,"8529","10.00","80.00","145.00",NULL,"95.00","GST5"
"7852","959",NULL,"5960","40.00","55.00","85.00",NULL,"65.00","GST5"
"7853","959",NULL,"6674","10.00","100.00","165.00",NULL,"130.00","GST5"
"7842","958",NULL,"8074","10.00","22.00","55.00",NULL,"35.00","GSTNIL"
"7835","957",NULL,"6600","270.00","110.87","135.00",NULL,"121.00","GSTNIL"
"7836","957",NULL,"6436","1.00","2931.00","3800.00",NULL,"3000.00","GSTNIL"
"7837","957",NULL,"6630","1.00","1851.00","2400.00",NULL,"1920.00","GSTNIL"
"7838","957",NULL,"6601","60.00","55.35","65.00",NULL,"63.00","GSTNIL"
"7834","956",NULL,"5920","40.00","92.50","145.00",NULL,"100.00","GST5"
"7819","955",NULL,"5964","58.00","31.00","45.00",NULL,"36.00","GSTNIL"
"7820","955",NULL,"102","30.00","155.00","195.00",NULL,"170.00","GSTNIL"
"7821","955",NULL,"5958","100.00","62.00","85.00",NULL,"68.00","GSTNIL"
"7822","955",NULL,"6052","100.00","51.00","85.00",NULL,"57.00","GSTNIL"
"7823","955",NULL,"5943","104.00","45.00","62.00",NULL,"50.00","GSTNIL"
"7824","955",NULL,"5951","100.00","49.00","68.00",NULL,"55.00","GSTNIL"
"7825","955",NULL,"6105","52.00","55.00","70.00",NULL,"63.00","GSTNIL"
"7826","955",NULL,"5966","50.00","27.00","38.00",NULL,"32.00","GSTNIL"
"7827","955",NULL,"6059","30.00","110.00","145.00",NULL,"118.00","GSTNIL"
"7828","955",NULL,"6699","2.00","1274.00","1850.00",NULL,"1352.00","GSTNIL"
"7788","954",NULL,"5927","30.00","102.70","135.00",NULL,"113.00","GSTNIL"
"7789","954",NULL,"5924","15.00","98.70","135.00",NULL,"112.00","GSTNIL"
"7790","954",NULL,"5925","30.00","49.35","85.00",NULL,"58.00","GSTNIL"
"7791","954",NULL,"6546","15.00","70.70","110.00",NULL,"80.00","GSTNIL"
"7792","954",NULL,"6079","30.00","35.35","65.00",NULL,"43.00","GSTNIL"
"7793","954",NULL,"6595","30.00","35.35","55.00",NULL,"43.00","GSTNIL"
"7794","954",NULL,"5932","15.00","80.70","135.00",NULL,"91.00","GSTNIL"
"7795","954",NULL,"6628","30.00","40.35","75.00",NULL,"48.00","GSTNIL"
"7796","954",NULL,"5914","15.00","152.70","205.00",NULL,"163.00","GSTNIL"
"7797","954",NULL,"5915","30.00","76.35","95.00",NULL,"84.00","GSTNIL"
"7798","954",NULL,"6142","75.00","106.70","145.00",NULL,"120.00","GSTNIL"
"7799","954",NULL,"6141","30.00","53.35","75.00",NULL,"63.00","GSTNIL"
"7800","954",NULL,"6448","45.00","67.70","95.00",NULL,"78.00","GSTNIL"
"7801","954",NULL,"6449","30.00","33.85","55.00",NULL,"42.00","GSTNIL"
"7802","954",NULL,"6216","15.00","61.70","82.00",NULL,"71.00","GSTNIL"
"7803","954",NULL,"5913","30.00","30.85","58.00",NULL,"38.00","GSTNIL"
"7804","954",NULL,"5916","45.00","76.70","115.00",NULL,"88.00","GSTNIL"
"7805","954",NULL,"5917","30.00","38.35","65.00",NULL,"46.00","GSTNIL"
"7806","954",NULL,"5918","45.00","103.70","135.00",NULL,"114.00","GSTNIL"
"7807","954",NULL,"5919","30.00","51.85","75.00",NULL,"60.00","GSTNIL"
"7808","954",NULL,"5191","60.00","61.35","78.00",NULL,"70.00","GSTNIL"
"7809","954",NULL,"5979","15.00","127.70","165.00",NULL,"138.00","GSTNIL"
"7810","954",NULL,"5987","30.00","63.85","95.00",NULL,"72.00","GSTNIL"
"7811","954",NULL,"94","10.00","45.35","70.00",NULL,"55.00","GSTNIL"
"7812","954",NULL,"5931","10.00","70.35","105.00",NULL,"80.00","GSTNIL"
"7813","954",NULL,"6583","10.00","18.92","25.00",NULL,"26.00","GSTNIL"
"7787","953",NULL,"11527","20.00","95.00","155.00",NULL,"135.00","GSTNIL"
"7772","952",NULL,"8796","25.00","38.00","95.00",NULL,"47.00","GSTNIL"
"7773","952",NULL,"6146","180.00","6.52","95.00",NULL,"15.00","GSTNIL"
"7774","952",NULL,"6162","5.00","23.00","50.00",NULL,"40.00","GSTNIL"
"7775","952",NULL,"5955","40.00","11.75","25.00",NULL,"20.00","GST5"
"7776","952",NULL,"10639","20.00","11.50","26.00",NULL,"20.00","GSTNIL"
"7777","952",NULL,"5947","60.00","13.75","56.00",NULL,"23.00","GST5"
"7778","952",NULL,"6764","10.00","27.50","45.00",NULL,"36.00","GSTNIL"
"7779","952",NULL,"6811","12.00","5.83","10.00",NULL,"9.00","GSTNIL"
"7780","952",NULL,"6765","20.00","18.75","40.00",NULL,"30.00","GSTNIL"
"7765","951",NULL,"5927","120.00","102.70","135.00",NULL,"113.00","GSTNIL"
"7766","951",NULL,"5928","60.00","51.35","95.00",NULL,"59.00","GSTNIL"
"7767","951",NULL,"5933","15.00","145.70","195.00",NULL,"156.00","GSTNIL"
"7768","951",NULL,"5942","30.00","72.85","88.00",NULL,"81.00","GSTNIL"
"7769","951",NULL,"5929","15.00","100.70","135.00",NULL,"111.00","GSTNIL"
"7770","951",NULL,"5930","30.00","50.35","75.00",NULL,"58.00","GSTNIL"
"7771","951",NULL,"6595","22.00","34.68","55.00",NULL,"43.00","GSTNIL"
"7734","950",NULL,"11857","40.00","242.50","380.00",NULL,"265.00","GST5"
"7735","950",NULL,"8238","40.00","177.50","245.00",NULL,"195.00","GST5"
"7736","950",NULL,"7910","40.00","160.00","255.00",NULL,"175.00","GST5"
"7737","950",NULL,"8237","36.00","172.22","235.00",NULL,"185.00","GST5"
"7738","950",NULL,"6444","40.00","137.50","175.00",NULL,"155.00","GST5"
"7739","950",NULL,"6463","20.00","97.50","195.00",NULL,"125.00","GST5"
"7740","950",NULL,"8809","20.00","87.50","150.00",NULL,"110.00","GST5"
"7741","950",NULL,"6164","120.00","148.50","250.00",NULL,"160.00","GSTNIL"
"7742","950",NULL,"6165","40.00","297.00","500.00",NULL,"315.00","GSTNIL"
"7743","950",NULL,"6315","80.00","115.00","240.00",NULL,"130.00","GSTNIL"
"7744","950",NULL,"11921","5.00","425.66","650.00",NULL,"445.00","GST5"
"7745","950",NULL,"11922","5.00","851.33","1250.00",NULL,"880.00","GST5"
"7746","950",NULL,"6615","20.00","192.00","305.00",NULL,"215.00","GSTNIL"
"7747","950",NULL,"9952","20.00","96.00","145.00",NULL,"110.00","GSTNIL"
"7748","950",NULL,"6648","20.00","245.00","450.00",NULL,"265.00","GSTNIL"
"7749","950",NULL,"6581","40.00","70.00","90.00",NULL,"80.00","GST5"
"7750","950",NULL,"5973","40.00","70.00","90.00",NULL,"80.00","GST5"
"7751","950",NULL,"5561","8.00","490.00","900.00",NULL,"505.00","GST5"
"7752","950",NULL,"5562","8.00","565.00","1001.00",NULL,"580.00","GST5"
"7753","950",NULL,"6641","20.00","212.50","355.00",NULL,"250.00","GSTNIL"
"7754","950",NULL,"5967","12.00","230.00","295.00",NULL,"260.00","GST5"
"7755","950",NULL,"6810","4.00","640.00","1151.00",NULL,"665.00","GST5"
"7756","950",NULL,"7622","60.00","312.50","495.00",NULL,"345.00","GST5"
"7757","950",NULL,"13794","40.00","180.00","390.00",NULL,"220.00","GST5"
"7719","949",NULL,"5920","40.00","92.50","145.00",NULL,"100.00","GST5"
"7720","949",NULL,"12483","100.00","24.50","50.00",NULL,"35.00","GST5"
"7721","949",NULL,"7635","68.00","50.00","80.00",NULL,"60.00","GST5"
"7722","949",NULL,"6509","30.00","20.00","35.00",NULL,"28.00","GST5"
"7723","949",NULL,"6634","60.00","90.00","125.00",NULL,"98.00","GST5"
"7724","949",NULL,"6420","20.00","55.00","80.00",NULL,"68.00","GST5"
"7725","949",NULL,"5922","12.00","85.00","125.00",NULL,"95.00","GST5"
"7726","949",NULL,"6565","20.00","34.00","55.00",NULL,"40.00","GST5"
"7716","948",NULL,"5927","30.00","100.70","135.00",NULL,"110.00","GSTNIL"
"7717","948",NULL,"6630","1.00","1890.00","2400.00",NULL,"1950.00","GSTNIL"
"7715","947",NULL,"6152","100.00","24.00","55.00",NULL,"30.00","GST12"
"7712","946",NULL,"11746","12.00","387.50","500.00",NULL,"410.00","GST5"
"7713","946",NULL,"11745","14.00","775.00","500.00",NULL,"800.00","GST5"
"7706","945",NULL,"102","50.00","155.00","195.00",NULL,"170.00","GSTNIL"
"7707","945",NULL,"5943","104.00","45.00","62.00",NULL,"50.00","GSTNIL"
"7708","945",NULL,"5951","100.00","50.00","68.00",NULL,"55.00","GSTNIL"
"7709","945",NULL,"6059","30.00","110.00","145.00",NULL,"118.00","GSTNIL"
"7710","945",NULL,"6019","26.00","95.00","120.00",NULL,"105.00","GSTNIL"
"7711","945",NULL,"6052","100.00","49.00","85.00",NULL,"54.00","GSTNIL"
"7674","944",NULL,"6111","110.00","163.50","195.00",NULL,"177.00","GSTNIL"
"7675","944",NULL,"6110","50.00","32.70","35.00",NULL,"38.00","GSTNIL"
"7676","944",NULL,"6142","135.00","116.70","145.00",NULL,"127.00","GSTNIL"
"7677","944",NULL,"6141","90.00","58.35","75.00",NULL,"66.00","GSTNIL"
"7678","944",NULL,"6448","90.00","66.70","95.00",NULL,"78.00","GSTNIL"
"7679","944",NULL,"6449","60.00","33.35","55.00",NULL,"42.00","GSTNIL"
"7680","944",NULL,"5929","15.00","100.70","135.00",NULL,"111.00","GSTNIL"
"7681","944",NULL,"5930","30.00","50.35","75.00",NULL,"58.00","GSTNIL"
"7682","944",NULL,"5914","15.00","157.70","205.00",NULL,"168.00","GSTNIL"
"7683","944",NULL,"5915","30.00","78.85","95.00",NULL,"86.00","GSTNIL"
"7684","944",NULL,"5934","60.00","52.85","75.00",NULL,"60.00","GSTNIL"
"7685","944",NULL,"6546","15.00","70.70","110.00",NULL,"80.00","GSTNIL"
"7686","944",NULL,"6079","30.00","35.35","65.00",NULL,"43.00","GSTNIL"
"7687","944",NULL,"5924","15.00","105.70","135.00",NULL,"116.00","GSTNIL"
"7688","944",NULL,"5925","30.00","52.85","85.00",NULL,"60.00","GSTNIL"
"7689","944",NULL,"5916","15.00","80.70","115.00",NULL,"90.00","GSTNIL"
"7690","944",NULL,"5917","30.00","40.35","65.00",NULL,"49.00","GSTNIL"
"7691","944",NULL,"5918","15.00","100.70","135.00",NULL,"111.00","GSTNIL"
"7692","944",NULL,"5919","30.00","50.35","75.00",NULL,"60.00","GSTNIL"
"7673","943",NULL,"6060","390.00","90.00","125.00",NULL,"98.00","GSTNIL"
"7670","942",NULL,"6602","40.00","26.34","45.00",NULL,"38.00","GSTNIL"
"7671","942",NULL,"5961","80.00","52.69","80.00",NULL,"70.00","GST5"
"7669","941",NULL,"13681","10.00","50.00","95.00",NULL,"65.00","GSTNIL"
"7666","940",NULL,"5946","40.00","50.00","75.00",NULL,"65.00","GSTNIL"
"7667","940",NULL,"6657","10.00","28.00","48.00",NULL,"38.00","GSTNIL"
"7659","938",NULL,"6621","20.00","12.00","30.00",NULL,"20.00","GSTNIL"
"7660","938",NULL,"6429","67.00","9.70","25.00",NULL,"18.00","GSTNIL"
"7661","938",NULL,"6428","40.00","9.00","25.00",NULL,"15.00","GSTNIL"
"7662","938",NULL,"6454","98.00","18.36","40.00",NULL,"30.00","GSTNIL"
"7663","938",NULL,"6451","30.00","34.69","65.00",NULL,"49.00","GSTNIL"
"7664","938",NULL,"6452","38.00","17.35","38.00",NULL,"27.00","GSTNIL"
"7652","937",NULL,"5927","60.00","95.70","135.00",NULL,"100.00","GSTNIL"
"7653","937",NULL,"5928","180.00","47.85","95.00",NULL,"52.00","GSTNIL"
"7654","937",NULL,"6600","150.00","100.70","135.00",NULL,"110.00","GSTNIL"
"7655","937",NULL,"6601","60.00","50.66","65.00",NULL,"58.00","GSTNIL"
"7637","936",NULL,"11857","40.00","245.00","380.00",NULL,"265.00","GST5"
"7638","936",NULL,"8238","40.00","177.50","245.00",NULL,"195.00","GST5"
"7639","936",NULL,"8237","36.00","172.22","235.00",NULL,"185.00","GST5"
"7640","936",NULL,"6463","20.00","110.00","195.00",NULL,"130.00","GST5"
"7641","936",NULL,"8809","20.00","92.50","150.00",NULL,"110.00","GST5"
"7642","936",NULL,"9952","20.00","91.00","145.00",NULL,"110.00","GSTNIL"
"7643","936",NULL,"6581","60.00","65.00","90.00",NULL,"75.00","GST5"
"7644","936",NULL,"5973","40.00","65.00","90.00",NULL,"75.00","GST5"
"7645","936",NULL,"6580","64.00","215.00","285.00",NULL,"235.00","GSTNIL"
"7646","936",NULL,"6579","16.00","312.50","285.00",NULL,"345.00","GSTNIL"
"7647","936",NULL,"6638","30.00","68.00","105.00",NULL,"80.00","GSTNIL"
"7648","936",NULL,"6639","8.00","170.00","260.00",NULL,"195.00","GSTNIL"
"7649","936",NULL,"6648","20.00","245.00","450.00",NULL,"385.00","GSTNIL"
"7636","935",NULL,"7910","40.00","160.00","255.00",NULL,"175.00","GST5"
"7621","934",NULL,"8315","5.00","580.00","1050.00",NULL,"630.00","GST5"
"7622","934",NULL,"6164","80.00","145.00","250.00",NULL,"160.00","GSTNIL"
"7623","934",NULL,"7622","40.00","312.50","495.00",NULL,"345.00","GST5"
"7624","934",NULL,"8240","16.00","600.00","990.00",NULL,"660.00","GST5"
"7625","934",NULL,"8239","20.00","360.00","625.00",NULL,"410.00","GST5"
"7626","934",NULL,"12482","20.00","130.00","350.00",NULL,"175.00","GST5"
"7627","934",NULL,"6315","80.00","112.50","240.00",NULL,"130.00","GSTNIL"
"7628","934",NULL,"9224","40.00","280.00","484.00",NULL,"295.00","GSTNIL"
"7629","934",NULL,"5561","12.00","487.50","900.00",NULL,"505.00","GST5"
"7630","934",NULL,"5562","8.00","565.00","1001.00",NULL,"580.00","GST5"
"7631","934",NULL,"6810","8.00","640.00","1151.00",NULL,"665.00","GST5"
"7614","933",NULL,"6634","120.00","90.00","125.00",NULL,"98.00","GST5"
"7615","933",NULL,"5978","120.00","40.00","65.00",NULL,"50.00","GST5"
"7616","933",NULL,"6558","120.00","37.50","60.00",NULL,"48.00","GST5"
"7617","933",NULL,"6557","50.00","15.00","25.00",NULL,"22.00","GST5"
"7618","933",NULL,"10345","50.00","16.00","35.00",NULL,"19.00","GST5"
"7619","933",NULL,"10344","50.00","36.00","55.00",NULL,"42.00","GST5"
"7613","932",NULL,"13681","10.00","50.00","95.00",NULL,"65.00","GSTNIL"
"7598","931",NULL,"102","44.00","150.00","195.00",NULL,"170.00","GSTNIL"
"7599","931",NULL,"5964","28.00","30.00","45.00",NULL,"35.00","GSTNIL"
"7600","931",NULL,"5966","100.00","26.00","38.00",NULL,"31.00","GSTNIL"
"7601","931",NULL,"6699","2.00","1410.00","1850.00",NULL,"1470.00","GSTNIL"
"7602","931",NULL,"5958","50.00","62.00","85.00",NULL,"68.00","GSTNIL"
"7603","931",NULL,"5943","50.00","44.00","62.00",NULL,"50.00","GSTNIL"
"7604","931",NULL,"6170","26.00","86.00","135.00",NULL,"96.00","GSTNIL"
"7605","931",NULL,"5951","100.00","50.00","68.00",NULL,"55.00","GSTNIL"
"7567","930",NULL,"6142","45.00","112.70","145.00",NULL,"123.00","GSTNIL"
"7568","930",NULL,"6141","30.00","56.35","75.00",NULL,"64.00","GSTNIL"
"7569","930",NULL,"6448","30.00","68.70","95.00",NULL,"79.00","GSTNIL"
"7570","930",NULL,"6449","60.00","34.35","55.00",NULL,"43.00","GSTNIL"
"7571","930",NULL,"5916","45.00","78.70","115.00",NULL,"90.00","GSTNIL"
"7572","930",NULL,"5917","30.00","39.35","65.00",NULL,"49.00","GSTNIL"
"7573","930",NULL,"5918","30.00","103.70","135.00",NULL,"114.00","GSTNIL"
"7574","930",NULL,"5919","60.00","51.85","75.00",NULL,"60.00","GSTNIL"
"7575","930",NULL,"5979","15.00","130.70","165.00",NULL,"141.00","GSTNIL"
"7576","930",NULL,"5987","30.00","65.35","95.00",NULL,"73.00","GSTNIL"
"7577","930",NULL,"5924","15.00","97.70","135.00",NULL,"110.00","GSTNIL"
"7578","930",NULL,"5925","30.00","48.85","85.00",NULL,"59.00","GSTNIL"
"7579","930",NULL,"10280","120.00","23.92","45.00",NULL,"29.00","GSTNIL"
"7580","930",NULL,"9769","1.00","2871.00","3750.00",NULL,"2910.00","GSTNIL"
"7581","930",NULL,"5928","60.00","47.85","95.00",NULL,"58.00","GSTNIL"
"7582","930",NULL,"6216","30.00","60.70","82.00",NULL,"71.00","GSTNIL"
"7583","930",NULL,"5913","60.00","30.35","58.00",NULL,"38.00","GSTNIL"
"7584","930",NULL,"11764","20.00","30.17","55.00",NULL,"42.00","GST5"
"7585","930",NULL,"6654","20.00","22.67","45.00",NULL,"32.00","GSTNIL"
"7586","930",NULL,"6571","10.00","47.85","85.00",NULL,"58.00","GSTNIL"
"7552","929",NULL,"5929","30.00","97.70","135.00",NULL,"108.00","GSTNIL"
"7553","929",NULL,"5930","60.00","48.85","75.00",NULL,"57.00","GSTNIL"
"7554","929",NULL,"5914","30.00","150.70","195.00",NULL,"161.00","GSTNIL"
"7555","929",NULL,"5915","60.00","75.35","85.00",NULL,"83.00","GSTNIL"
"7556","929",NULL,"6216","15.00","63.70","82.00",NULL,"71.00","GSTNIL"
"7557","929",NULL,"5913","30.00","31.85","58.00",NULL,"38.00","GSTNIL"
"7558","929",NULL,"5933","15.00","140.70","195.00",NULL,"152.00","GSTNIL"
"7559","929",NULL,"5942","30.00","70.35","88.00",NULL,"80.00","GSTNIL"
"7560","929",NULL,"5916","15.00","80.70","115.00",NULL,"91.00","GSTNIL"
"7561","929",NULL,"5917","30.00","40.35","65.00",NULL,"49.00","GSTNIL"
"7562","929",NULL,"8944","10.00","60.35","95.00",NULL,"70.00","GSTNIL"
"7563","929",NULL,"10203","10.00","55.35","99.00",NULL,"65.00","GSTNIL"
"7549","928",NULL,"6142","45.00","112.70","145.00",NULL,"123.00","GSTNIL"
"7550","928",NULL,"6141","30.00","56.35","75.00",NULL,"64.00","GSTNIL"
"7546","927",NULL,"5946","20.00","50.00","75.00",NULL,"65.00","GSTNIL"
"7547","927",NULL,"5957","20.00","37.50","65.00",NULL,"50.00","GST5"
"7548","927",NULL,"6081","25.00","29.00","75.00",NULL,"45.00","GST5"
"7545","926",NULL,"6441","50.00","9.45","30.00",NULL,"18.00","GST5"
"7544","925",NULL,"8530","6.00","40.00","85.00",NULL,"55.00","GSTNIL"
"7543","924",NULL,"8973","10.00","100.00","195.00",NULL,"145.00","GSTNIL"
"7536","923",NULL,"6567","50.00","38.00","60.00",NULL,"49.00","GST5"
"7537","923",NULL,"5920","80.00","95.00","145.00",NULL,"110.00","GST5"
"7538","923",NULL,"5921","10.00","190.00","265.00",NULL,"210.00","GST5"
"7539","923",NULL,"8234","4.00","111.00","175.00",NULL,"130.00","GST5"
"7529","922",NULL,"6007","250.00","11.40","35.00",NULL,"22.00","GST5"
"7530","922",NULL,"8310","100.00","28.50","55.00",NULL,"42.00","GST5"
"7531","922",NULL,"6006","200.00","23.14","50.00",NULL,"34.00","GST5"
"7532","922",NULL,"9751","60.00","58.00","90.00",NULL,"70.00","GSTNIL"
"7533","922",NULL,"8234","6.00","116.00","175.00",NULL,"130.00","GST5"
"7528","921",NULL,"6760","30.00","38.00","90.00",NULL,"46.00","GST12"
"7525","920",NULL,"5955","60.00","12.00","25.00",NULL,"20.00","GST5"
"7526","920",NULL,"5947","80.00","13.75","56.00",NULL,"23.00","GST5"
"7510","919",NULL,"6064","90.00","70.00","135.00",NULL,"85.00","GST5"
"7511","919",NULL,"7323","2.00","350.00","645.00",NULL,"380.00","GST5"
"7512","919",NULL,"6021","102.00","30.00","50.00",NULL,"40.00","GST5"
"7513","919",NULL,"6575","20.00","80.00","185.00",NULL,"100.00","GST18"
"7514","919",NULL,"11673","20.00","40.00","105.00",NULL,"55.00","GST18"
"7515","919",NULL,"5953","70.00","21.00","40.00",NULL,"27.00","GST5"
"7516","919",NULL,"10162","80.00","52.50","80.00",NULL,"64.00","GST5"
"7517","919",NULL,"10163","6.00","105.00","175.00",NULL,"120.00","GST5"
"7503","918",NULL,"8916","20.00","13.00","40.00",NULL,"20.00","GSTNIL"
"7504","918",NULL,"6278","6.00","50.00","80.00",NULL,"62.00","GSTNIL"
"7505","918",NULL,"6279","12.00","27.00","60.00",NULL,"38.00","GSTNIL"
"7506","918",NULL,"6433","60.00","13.50","25.00",NULL,"20.00","GSTNIL"
"7507","918",NULL,"9516","15.00","24.00","65.00",NULL,"35.00","GSTNIL"
"7496","917",NULL,"5966","250.00","26.00","38.00",NULL,"31.00","GSTNIL"
"7497","917",NULL,"5958","100.00","62.00","85.00",NULL,"68.00","GSTNIL"
"7498","917",NULL,"5951","100.00","48.00","68.00",NULL,"55.00","GSTNIL"
"7499","917",NULL,"5943","100.00","44.00","62.00",NULL,"50.00","GSTNIL"
