"osid","itemid","itemqty","purrate","itemmrp","itemsalerate","entrydate","empid"
"OS1-5411","2679","1.00","100.00","150.00","142.50","2022-04-03","119"
"OS1-5381","4554","1.00","40.00","50.00","47.50","2022-03-31","100"
"OS1-5382","4554","1.00","40.00","50.00","47.50","2022-03-31","100"
"OS1-5383","4554","1.00","40.00","50.00","47.50","2022-03-31","100"
"OS1-5384","5921","1.00","120.00","160.00","140.00","2022-03-31","131"
"OS1-5385","5921","1.00","120.00","160.00","140.00","2022-03-31","131"
"OS1-5386","5921","1.00","120.00","160.00","140.00","2022-03-31","131"
"OS1-5387","9312","1.00","40.00","50.00","43.50","2022-03-31","100"
"OS1-5388","9312","1.00","40.00","50.00","43.50","2022-03-31","100"
"OS1-5389","2788","1.00","20.00","35.00","27.50","2022-03-31","100"
"OS1-5390","2788","1.00","20.00","35.00","27.50","2022-03-31","100"
"OS1-5391","2788","1.00","20.00","35.00","27.50","2022-03-31","100"
"OS1-5392","2877","1.00","95.00","120.00","105.00","2022-03-31","204"
"OS1-5393","11226","2.00","155.00","200.00","165.00","2022-03-31","133"
"OS1-5394","11227","10.00","90.00","190.00","115.00","2022-03-31","204"
"OS1-5395","4319","1.00","38.00","45.00","40.00","2022-03-31","131"
"OS1-5396","479","1.00","700.00","775.00","719.00","2022-03-31","600"
"OS1-5397","2491","1.00","40.00","55.00","50.00","2022-03-31","600"
"OS1-5398","540","1.00","115.00","135.00","125.00","2022-03-31","204"
"OS1-5399","7892","1.00","8.00","10.00","10.00","2022-03-31","600"
"OS1-5372","6549","50.00","5.00","8.00","5.00","2022-03-30","100"
"OS1-5373","479","1.00","650.00","776.00","719.00","2022-03-30","100"
"OS1-5374","8585","1.00","50.00","70.00","63.00","2022-03-30","131"
"OS1-5375","1110","1.00","150.00","190.00","170.00","2022-03-30","100"
"OS1-5376","5379","4.00","140.00","200.00","165.00","2022-03-30","129"
"OS1-5377","1103","1.00","185.00","250.00","199.00","2022-03-30","131"
"OS1-5378","4450","1.00","8.00","10.00","10.00","2022-03-30","133"
"OS1-5379","4083","1.00","65.00","79.00","71.00","2022-03-30","600"
"OS1-5380","9885","2.00","380.00","465.00","415.00","2022-03-30","129"
"OS1-5354","4450","2.00","8.00","10.00","10.00","2022-03-29","119"
"OS1-5355","7465","1.00","60.00","99.00","79.00","2022-03-29","100"
"OS1-5356","7465","1.00","60.00","99.00","79.00","2022-03-29","100"
"OS1-5357","7465","1.00","60.00","99.00","79.00","2022-03-29","100"
"OS1-5358","7465","1.00","60.00","99.00","79.00","2022-03-29","100"
"OS1-5359","2770","2.00","65.00","80.00","72.00","2022-03-29","100"
"OS1-5360","2772","5.00","15.00","26.00","22.00","2022-03-29","100"
"OS1-5361","2797","1.00","35.00","55.00","47.00","2022-03-29","100"
"OS1-5362","2797","1.00","35.00","55.00","47.00","2022-03-29","100"
"OS1-5363","11221","5.00","15.00","26.00","22.00","2022-03-29","100"
"OS1-5364","1917","1.00","40.00","50.00","47.50","2022-03-29","100"
"OS1-5365","10757","2.00","90.00","135.00","108.00","2022-03-29","131"
"OS1-5366","11223","6.00","70.00","160.00","80.00","2022-03-29","101"
"OS1-5367","1264","1.00","230.00","249.00","224.00","2022-03-29","100"
"OS1-5368","1267","1.00","200.00","249.00","224.00","2022-03-29","100"
"OS1-5369","1121","1.00","200.00","299.00","254.00","2022-03-29","100"
"OS1-5370","34","5.00","110.00","155.00","115.00","2022-03-29","600"
"OS1-5371","702","1.00","120.00","130.00","123.00","2022-03-29","600"
"OS1-5353","34","1.00","100.00","155.00","115.00","2022-03-28","100"
"OS1-5349","6714","1.00","100.00","150.00","115.00","2022-03-27","100"
"OS1-5350","6714","1.00","100.00","150.00","115.00","2022-03-27","100"
"OS1-5351","9813","2.00","100.00","105.00","95.00","2022-03-27","119"
"OS1-5352","4143","1.00","50.00","75.00","55.00","2022-03-27","119"
"OS1-5347","104","2.00","45.00","65.00","55.00","2022-03-26","204"
"OS1-5348","8709","1.00","300.00","850.00","350.00","2022-03-26","133"
"OS1-5341","384","1.00","100.00","440.00","220.00","2022-03-25","100"
"OS1-5342","1107","1.00","200.00","250.00","225.00","2022-03-25","100"
"OS1-5343","2468","1.00","20.00","35.00","31.00","2022-03-25","119"
"OS1-5344","5258","1.00","200.00","220.00","187.00","2022-03-25","119"
"OS1-5345","5259","1.00","200.00","299.00","254.15","2022-03-25","119"
"OS1-5346","5259","1.00","200.00","299.00","254.15","2022-03-25","119"
"OS1-5338","6989","2.00","40.00","45.00","41.00","2022-03-24","100"
"OS1-5339","7975","1.00","40.00","80.00","52.25","2022-03-24","100"
"OS1-5340","4190","1.00","905.00","925.00","915.00","2022-03-24","204"
"OS1-5333","4143","1.00","50.00","75.00","55.00","2022-03-23","100"
"OS1-5334","2809","1.00","100.00","149.00","126.65","2022-03-23","119"
"OS1-5335","1624","1.00","110.00","125.00","112.50","2022-03-23","119"
"OS1-5336","4346","1.00","35.00","50.00","40.00","2022-03-23","119"
"OS1-5337","10113","6.00","25.00","35.00","28.00","2022-03-23","119"
"OS1-5332","1108","1.00","200.00","250.00","225.00","2022-03-22","100"
"OS1-5326","248","1.00","100.00","190.00","120.00","2022-03-21","100"
"OS1-5327","248","1.00","100.00","190.00","120.00","2022-03-21","100"
"OS1-5328","248","1.00","100.00","190.00","120.00","2022-03-21","100"
"OS1-5329","8304","1.00","55.00","86.00","76.00","2022-03-21","600"
"OS1-5330","1096","1.00","150.00","190.00","161.50","2022-03-21","600"
"OS1-5331","1624","1.00","80.00","125.00","112.50","2022-03-21","131"
"OS1-5317","353","1.00","150.00","184.00","166.00","2022-03-20","100"
"OS1-5318","353","1.00","150.00","184.00","166.00","2022-03-20","100"
"OS1-5319","353","1.00","150.00","184.00","166.00","2022-03-20","100"
"OS1-5320","9997","1.00","40.00","75.00","49.00","2022-03-20","600"
"OS1-5321","9997","1.00","40.00","75.00","49.00","2022-03-20","600"
"OS1-5322","9997","1.00","40.00","75.00","49.00","2022-03-20","600"
"OS1-5323","8977","1.00","70.00","84.00","76.00","2022-03-20","600"
"OS1-5324","4888","1.00","60.00","99.00","79.20","2022-03-20","600"
"OS1-5325","1107","1.00","200.00","250.00","225.00","2022-03-20","600"
"OS1-5307","248","2.00","100.00","190.00","120.00","2022-03-19","100"
"OS1-5308","248","2.00","100.00","190.00","120.00","2022-03-19","100"
"OS1-5309","248","2.00","100.00","190.00","120.00","2022-03-19","100"
"OS1-5310","2895","3.00","20.00","25.00","24.00","2022-03-19","100"
"OS1-5311","2895","3.00","20.00","25.00","24.00","2022-03-19","100"
"OS1-5312","2895","3.00","20.00","25.00","24.00","2022-03-19","100"
"OS1-5313","6170","4.00","80.00","105.00","85.00","2022-03-19","119"
"OS1-5314","4143","1.00","40.00","75.00","55.00","2022-03-19","100"
"OS1-5315","7654","5.00","40.00","48.00","60.00","2022-03-19","119"
"OS1-5316","7654","1.00","40.00","60.00","48.00","2022-03-19","119"
"OS1-5301","248","1.00","110.00","190.00","120.00","2022-03-18","600"
"OS1-5302","3944","1.00","35.00","79.00","69.00","2022-03-18","600"
"OS1-5303","9015","1.00","22.00","25.00","24.00","2022-03-18","600"
"OS1-5304","3946","2.00","65.00","79.00","71.00","2022-03-18","600"
"OS1-5305","2895","2.00","18.00","25.00","24.00","2022-03-18","600"
"OS1-5306","3781","1.00","40.00","60.00","55.00","2022-03-18","600"
"OS1-5288","7128","2.00","50.00","65.00","60.00","2022-03-17","100"
"OS1-5289","4713","2.00","90.00","135.00","106.25","2022-03-17","100"
"OS1-5290","4713","2.00","90.00","135.00","106.25","2022-03-17","100"
"OS1-5291","4713","2.00","90.00","135.00","106.25","2022-03-17","100"
"OS1-5292","4713","2.00","90.00","135.00","106.25","2022-03-17","100"
"OS1-5293","4713","2.00","90.00","135.00","106.25","2022-03-17","100"
"OS1-5294","104","1.00","40.00","75.00","55.00","2022-03-17","100"
"OS1-5295","104","1.00","40.00","75.00","55.00","2022-03-17","100"
"OS1-5296","2809","1.00","116.22","149.00","126.65","2022-03-17","204"
"OS1-5297","2852","1.00","9.00","10.00","10.00","2022-03-17","600"
"OS1-5298","7654","1.00","35.00","55.00","48.00","2022-03-17","600"
"OS1-5299","9484","2.00","25.00","40.00","28.00","2022-03-17","600"
"OS1-5300","5645","1.00","200.00","275.00","251.00","2022-03-17","600"
"OS1-5272","7867","1.00","7.00","10.00","8.40","2022-03-16","100"
"OS1-5273","7867","1.00","7.00","10.00","8.40","2022-03-16","100"
"OS1-5274","7867","1.00","7.00","10.00","8.40","2022-03-16","100"
"OS1-5275","6232","1.00","150.00","180.00","172.00","2022-03-16","131"
"OS1-5276","10776","1.00","20.00","35.00","25.00","2022-03-16","100"
"OS1-5277","10776","1.00","20.00","35.00","25.00","2022-03-16","100"
"OS1-5278","10776","1.00","20.00","35.00","25.00","2022-03-16","100"
"OS1-5279","9767","2.00","60.00","105.00","80.00","2022-03-16","131"
"OS1-5280","9767","20.00","85.00","115.00","88.00","2022-03-16","100"
"OS1-5281","4140","1.00","25.00","39.00","30.00","2022-03-16","131"
"OS1-5282","2343","4.00","15.00","20.00","20.00","2022-03-16","119"
"OS1-5283","11094","1.00","568.00","725.00","595.00","2022-03-16","131"
"OS1-5284","4497","1.00","245.00","310.00","245.00","2022-03-16","131"
"OS1-5285","2343","1.00","18.00","20.00","20.00","2022-03-16","600"
"OS1-5286","10216","1.00","63.00","70.00","67.00","2022-03-16","600"
"OS1-5287","10216","1.00","60.00","70.00","66.00","2022-03-16","600"
"OS1-5232","1565","1.00","70.00","78.00","74.00","2022-03-15","100"
"OS1-5233","1565","1.00","70.00","78.00","74.00","2022-03-15","100"
"OS1-5234","1565","1.00","70.00","78.00","74.00","2022-03-15","100"
"OS1-5235","1565","1.00","70.00","78.00","74.00","2022-03-15","100"
"OS1-5236","6589","2.00","9.00","20.00","16.00","2022-03-15","100"
"OS1-5237","6589","2.00","9.00","20.00","16.00","2022-03-15","100"
"OS1-5238","9767","1.00","70.00","105.00","80.00","2022-03-15","100"
"OS1-5239","9767","1.00","70.00","105.00","80.00","2022-03-15","100"
"OS1-5240","1952","1.00","100.00","165.00","156.75","2022-03-15","100"
"OS1-5241","11123","1.00","105.00","124.00","118.00","2022-03-15","100"
"OS1-5242","1604","1.00","120.00","165.00","149.00","2022-03-15","100"
"OS1-5243","1604","1.00","120.00","165.00","149.00","2022-03-15","100"
"OS1-5244","1604","1.00","120.00","165.00","149.00","2022-03-15","100"
"OS1-5245","87","1.00","9.00","10.00","10.00","2022-03-15","131"
"OS1-5246","87","1.00","9.00","10.00","10.00","2022-03-15","131"
"OS1-5247","6508","1.00","25.00","35.00","28.00","2022-03-15","100"
"OS1-5248","6508","1.00","25.00","35.00","28.00","2022-03-15","100"
"OS1-5249","6508","1.00","25.00","35.00","28.00","2022-03-15","100"
"OS1-5250","2820","1.00","144.30","185.00","157.25","2022-03-15","100"
"OS1-5251","11127","1.00","35.00","42.00","40.00","2022-03-15","131"
"OS1-5252","11127","1.00","35.00","42.00","40.00","2022-03-15","131"
"OS1-5253","11127","1.00","35.00","42.00","40.00","2022-03-15","131"
"OS1-5254","2517","1.00","95.00","110.00","104.50","2022-03-15","131"
"OS1-5255","2517","1.00","95.00","110.00","104.50","2022-03-15","131"
"OS1-5256","1562","1.00","350.00","415.00","382.00","2022-03-15","131"
"OS1-5257","5061","1.00","300.00","550.00","352.00","2022-03-15","131"
"OS1-5258","2222","1.00","150.00","199.00","175.00","2022-03-15","100"
"OS1-5259","9430","1.00","350.00","400.00","395.00","2022-03-15","131"
"OS1-5260","2517","2.00","95.00","110.00","104.50","2022-03-15","131"
"OS1-5261","2539","1.00","130.00","170.00","156.00","2022-03-15","131"
"OS1-5262","9904","1.00","600.00","699.00","643.00","2022-03-15","131"
"OS1-5263","11117","1.00","40.00","50.00","45.00","2022-03-15","100"
"OS1-5264","11117","1.00","40.00","50.00","45.00","2022-03-15","100"
"OS1-5265","11117","1.00","40.00","50.00","45.00","2022-03-15","100"
"OS1-5266","2438","1.00","80.00","101.00","95.95","2022-03-15","100"
"OS1-5267","2438","1.00","80.00","101.00","95.95","2022-03-15","100"
"OS1-5268","11149","36.00","43.36","54.00","49.00","2022-03-15","204"
"OS1-5269","5762","1.00","85.00","110.00","95.00","2022-03-15","600"
"OS1-5270","5645","1.00","249.00","279.00","251.00","2022-03-15","204"
"OS1-5271","10017","1.00","110.00","120.00","108.00","2022-03-15","131"
"OS1-5172","7514","1.00","400.00","650.00","460.00","2022-03-14","100"
"OS1-5173","7514","1.00","400.00","650.00","460.00","2022-03-14","100"
"OS1-5174","7514","1.00","400.00","650.00","460.00","2022-03-14","100"
"OS1-5175","8023","1.00","180.00","200.00","190.00","2022-03-14","100"
